store_id,partition_date,unemployment_rate,weekly_resilience_index,resilience_index_alltime,resilience_index_trailing,is_high_unemployment_period
33,2019-04-19,9.849,1.0130889934006198,1.0130889934006198,0.9030559764575603,True
33,2019-05-31,9.849,1.0971220797304408,1.0971220797304408,0.9737274464451059,True
33,2019-05-03,9.849,1.2578619320496653,1.2578619320496653,1.1343849931313208,True
33,2019-06-21,9.849,0.998299933997488,0.998299933997488,0.8875473279336986,True
33,2019-05-24,9.849,1.0745959815036585,1.0745959815036585,0.9509850459382259,True
33,2019-06-07,9.849,1.1960238832222518,1.1960238832222518,1.0630572695736447,True
33,2019-03-29,9.849,1.0568488100602293,1.0568488100602293,0.9556014843086454,True
33,2019-04-26,9.849,1.061654097019823,1.061654097019823,0.9540538408697249,True
33,2019-05-17,9.849,1.1323877625191667,1.1323877625191667,1.0022712874839377,True
33,2019-05-10,9.849,1.27442220288611,1.27442220288611,1.1383922934164468,True
33,2019-04-12,9.849,1.1843978910399384,1.1843978910399384,1.061678563927562,True
33,2019-06-14,9.849,1.0482463878157096,1.0482463878157096,0.9286268412969969,True
33,2019-04-05,9.849,1.251438976873108,1.251438976873108,1.137159489670205,True
33,2019-03-08,10.115,1.201258244583424,1.201258244583424,1.0824905734050299,True
33,2019-02-01,10.115,1.0566906874847957,1.0566906874847957,,True
33,2019-02-22,10.115,1.0930921282903985,1.0930921282903985,0.9836449994885882,True
33,2019-03-22,10.115,1.0116680067322181,1.0116680067322181,0.9037426372176917,True
33,2019-03-01,10.115,1.121692419245173,1.121692419245173,1.0135257061958647,True
33,2019-02-08,10.115,1.134768375048748,1.134768375048748,1.0738888763653232,True
33,2019-02-15,10.115,1.142341634441626,1.142341634441626,1.0425397891037635,True
33,2019-03-15,10.115,1.0860997933070473,1.0860997933070473,0.9654444240627595,True
44,2019-07-19,7.804,0.9660756449910877,0.9660756449910877,1.0382794984371986,True
44,2019-08-02,7.804,0.9796891907979033,0.9796891907979033,1.0523248638819944,True
44,2019-09-20,7.804,0.9285576154474597,0.9285576154474597,0.9918960871732935,True
44,2019-08-30,7.804,0.9766380398624918,0.9766380398624918,1.0442544744207192,True
44,2019-07-12,7.804,0.980664442110015,0.980664442110015,1.0565500169160051,True
44,2019-08-16,7.804,0.9398684973815268,0.9398684973815268,1.006414420722306,True
